date,weekday,CO,O3,NO2,SO2,PM10,PM2.5,AQI,clean,acceptable,unhealthy_for_the_sensitive,unhealthy,very_unhealthy,hazardous
2021-07-19,Monday,18,91.0,63.0,16.0,54.0,80.0,91.0,,1.0,,,,
2021-07-20,Tuesday,31,67.0,68.0,19.0,47.0,79.0,79.0,,1.0,,,,
2021-07-21,Wednesday,28,132.0,88.0,18.0,50.0,76.0,132.0,,,1.0,,,
2021-07-22,Thursday,32,116.0,89.0,18.0,46.0,72.0,116.0,,,1.0,,,
2021-07-23,Friday,31,91.0,82.0,17.0,50.0,76.0,91.0,,1.0,,,,
2021-07-24,Saturday,36,105.0,81.0,18.0,55.0,84.0,105.0,,,1.0,,,
2021-07-25,Sunday,29,71.0,65.0,20.0,60.0,85.0,85.0,,1.0,,,,
2021-07-26,Monday,32,76.0,74.0,20.0,63.0,86.0,86.0,,1.0,,,,
2021-07-27,Tuesday,30,142.0,79.0,16.0,57.0,79.0,142.0,,,1.0,,,
2021-07-28,Wednesday,26,66.0,68.0,16.0,58.0,77.0,77.0,,1.0,,,,
2021-07-29,Thursday,22,63.0,52.0,14.0,94.0,98.0,98.0,,1.0,,,,
2021-07-30,Friday,19,63.0,39.0,14.0,58.0,70.0,70.0,,1.0,,,,
2021-07-31,Saturday,19,56.0,56.0,15.0,53.0,70.0,70.0,,1.0,,,,
2021-08-01,Sunday,20,63.0,53.0,14.0,49.0,71.0,71.0,,1.0,,,,
2021-08-02,Monday,19,76.0,53.0,13.0,59.0,73.0,76.0,,1.0,,,,
2021-08-03,Tuesday,19,75.0,52.0,17.0,63.0,80.0,80.0,,1.0,,,,
2021-08-04,Wednesday,23,69.0,65.0,20.0,49.0,70.0,70.0,,1.0,,,,
2021-08-05,Thursday,24,81.0,64.0,19.0,50.0,73.0,81.0,,1.0,,,,
2021-08-06,Friday,22,114.0,72.0,21.0,50.0,70.0,114.0,,,1.0,,,
2021-08-07,Saturday,23,114.0,72.0,20.0,44.0,71.0,114.0,,,1.0,,,
2021-08-08,Sunday,31,59.0,63.0,16.0,51.0,67.0,67.0,,1.0,,,,
2021-08-09,Monday,27,59.0,67.0,15.0,48.0,66.0,67.0,,1.0,,,,
2021-08-10,Tuesday,25,64.0,72.0,14.0,51.0,66.0,72.0,,1.0,,,,
